Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25,Column_26,Column_27,Column_28,Column_29,Column_30,Column_31,Column_32,Column_33,Column_34,Column_35,Column_36,Column_37,Column_38,Column_39,Column_40,Column_41,Column_42,Column_43
10971,CA3672172422,1FBAX2C84RKA58258,BCC-011,3672172422,3672172422,107,EDT,7/30/25 1:16:23 PM,7/30/25 10:16:23 AM MST,2025-07-30T17:16:23+00:00,2025-07-30 15:03:42,Jul 30 2025 10:16:23,42.2923302,-71.1183699,994787.0,Brewster J.P,"269 Hyde Park Ave, Jamaica Plain, MA 02130-4226",187,S,off,0,0,0,0,"Stopped 1 hour, 47 min",red_dot,15727.7,13.7,0,unassigned,07/30/2025 10:16:23,[],[],,,,,,,,,
10972,CA3672253598,1FDAX2X89PKB53641,BCC-012,3672253598,3672253598,1,EDT,7/30/25 3:02:34 PM,7/30/25 12:02:34 PM MST,2025-07-30T19:02:34+00:00,2025-07-30 15:03:42,Jul 30 2025 12:02:34,42.5282234,-70.9331907,,,"108 Lowell St, Peabody, MA 01960-4200",313,NW,on,11,3,0,30,0 mph NW (11 max),green_dot,29110.4,13.7,5572230,assigned,07/30/2025 11:28:23,[],[],Paige,Daly,13723,False,,,,,
10973,CA3672253610,1FDAX2X80PKB53852,BCC-013,3672253610,3672253610,0,EDT,7/30/25 3:03:13 PM,7/30/25 12:03:13 PM MST,2025-07-30T19:03:13+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:13,42.3274552,-71.0588039,,,"Southeast Expy, Boston, MA 02118",143,SE,on,18,6,5,45,5 mph SE (18 max),green_dot,25966.0,13.7,5564573,assigned,07/30/2025 11:32:23,[],[],Anne Marie,Blake,10599,False,,,,,
10974,CA3672253839,1FDAX2X86PKB53757,BCC-014,3672253839,3672253839,0,EDT,7/30/25 3:03:17 PM,7/30/25 12:03:17 PM MST,2025-07-30T19:03:17+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:17,42.2794343,-71.0485724,,,", Dorchester Center, MA 02124",222,SW,off,0,0,0,0,Stopped < 1 min,yellow_dot,86620.5,13.6,0,unassigned,07/30/2025 12:03:17,[],[],,,,,,,,,
10975,CA3672234194,1FBAX2C83RKA58011,BCC-015,3672234194,3672234194,6,EDT,7/30/25 2:57:36 PM,7/30/25 11:57:36 AM MST,2025-07-30T18:57:36+00:00,2025-07-30 15:03:42,Jul 30 2025 11:57:36,42.2488639,-70.9873707,994790.0,Brewster Quincy Washington St,"363 Washington St, Quincy, MA 02169-5630",81,E,off,0,0,0,25,Stopped 6 min,yellow_dot,14704.1,13.6,0,unassigned,07/30/2025 11:57:36,[],[],,,,,,,,,
10976,CA3672022749,1FTNE1EW2CDA44041,BCC-016,3672022749,3672022749,31910,EDT,7/8/25 11:13:30 AM,7/8/25 8:13:30 AM MST,2025-07-08T15:13:30+00:00,2025-07-30 15:03:42,Jul 30 2025 04:33:08,42.0544835,-71.0140405,994783.0,Brewster Brockton Main St,"1531 Main St, Brockton, MA 02301-7113",0,,off,0,0,0,30,Stopped 22 days,red_dot,240396.9,12.3,0,unassigned,07/08/2025 08:13:30,[],[],,,,,,,,,
10977,CA3672172607,1FBAX2C8XRKA59186,BCC-017,3672172607,3672172607,1,EDT,7/30/25 3:02:42 PM,7/30/25 12:02:42 PM MST,2025-07-30T19:02:42+00:00,2025-07-30 15:03:42,Jul 30 2025 12:02:42,42.3345465,-71.0721053,999902.0,BMC,"725 Albany St, Boston, MA 02118-3549",29,NNE,on,14,3,0,0,0 mph NNE (14 max),green_dot,20835.9,13.7,5565313,assigned,07/30/2025 10:46:10,[],[],Charles,Panciotti,2132,False,,,,,
10978,CA3672172604,1FTYE1CM7JKA37996,BCC-018,3672172604,3672172604,19,EDT,7/30/25 2:44:24 PM,7/30/25 11:44:24 AM MST,2025-07-30T18:44:24+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:39,42.5122574,-70.9064377,999899.0,Salem Hospital,"3 Dove Ave, Salem, MA 01970",52,NE,on,0,0,0,0,Idle stop for 19 min,blue_dot,185558.2,13.9,5563898,assigned,07/30/2025 04:45:03,[],[],Mario,Couture,8488,False,,,,,
10979,CA3672172657,1FBAX2C80RKA57110,BCC-019,3672172657,3672172657,1024,EDT,7/29/25 9:59:20 PM,7/29/25 6:59:20 PM MST,2025-07-30T01:59:20+00:00,2025-07-30 15:03:42,Jul 30 2025 07:04:27,42.0544169,-71.0135268,994783.0,Brewster Brockton Main St,"1555 Main St, Brockton, MA 02301-7113",0,,off,0,0,0,0,"Stopped 17 hrs, 4 min",red_dot,14799.3,12.8,0,unassigned,07/29/2025 18:59:20,[],[],,,,,,,,,
10980,CA3672255221,1FBAX2C88RKA58828,BCC-021,3672255221,3672255221,6,EDT,7/30/25 2:56:48 PM,7/30/25 11:56:48 AM MST,2025-07-30T18:56:48+00:00,2025-07-30 15:03:42,Jul 30 2025 11:56:48,42.0967766,-71.0555503,,,"321 Westgate Dr Ext, Brockton, MA 02301",294,WNW,off,0,0,0,0,Stopped 6 min,yellow_dot,20784.0,13.4,0,unassigned,07/30/2025 11:56:48,[],[],,,,,,,,,
10981,CA3672171672,1FMZK1CM5HKA23131,BCC-022,3672171672,3672171672,2,EDT,7/30/25 3:01:39 PM,7/30/25 12:01:39 PM MST,2025-07-30T19:01:39+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:03,42.3352845,-71.1062829,996514.0,Brigham And Womens Hospital,"51 Francis St, Boston, MA 02115",40,NE,on,0,0,0,0,0 mph NE (max),green_dot,225279.0,13.7,5571868,assigned,07/30/2025 10:52:38,[],[],Jocelyn,Pate,13633,False,,,,,
10982,CA3672172039,1FDZK1CMXJKA24698,BCC-023,3672172039,3672172039,2488,EDT,7/28/25 9:34:51 PM,7/28/25 6:34:51 PM MST,2025-07-29T01:34:51+00:00,2025-07-30 15:03:42,Jul 30 2025 06:40:08,42.2920419,-71.1181517,994787.0,Brewster J.P,"281 Hyde Park Ave, Jamaica Plain, MA 02130-4226",0,,off,0,0,0,0,"Stopped 1 day, 17 hrs",red_dot,179158.5,12.8,0,unassigned,07/28/2025 18:34:51,[],[],,,,,,,,,
10983,CA3672253826,1FDAX2X85PKB52504,BCC-024,3672253826,3672253826,44,EDT,7/30/25 2:19:13 PM,7/30/25 11:19:13 AM MST,2025-07-30T18:19:13+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:28,42.3598548,-71.5529111,,,"400 Bolton St, Marlborough, MA 01752-3912",177,S,on,0,0,0,0,Idle stop for 44 min,blue_dot,47638.4,13.7,0,unassigned,07/30/2025 10:25:05,[],[],,,,,,,,,
10984,CA3672253600,1FDAX2X82PKB52086,BCC-025,3672253600,3672253600,11,EDT,7/30/25 2:52:26 PM,7/30/25 11:52:26 AM MST,2025-07-30T18:52:26+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:41,42.3774103,-71.0588261,,,"100 Ferrin St, Charlestown, MA 02129-3177",190,S,on,0,0,0,20,Idle stop for 11 min,blue_dot,25383.9,13.5,0,unassigned,07/30/2025 11:57:03,[],[],,,,,,,,,
10985,CA3672085212,1FBAX2C81RKA58234,BCC-026,3672085212,3672085212,28,EDT,7/30/25 2:35:42 PM,7/30/25 11:35:42 AM MST,2025-07-30T18:35:42+00:00,2025-07-30 15:03:42,Jul 30 2025 11:35:42,42.362414,-71.067672,996508.0,Mass General Hospital,"55 Parkman St, Boston, MA 02114-3120",335,NNW,off,0,0,0,0,Stopped 28 min,yellow_dot,14884.5,13.5,0,unassigned,07/30/2025 11:35:42,[],[],,,,,,,,,
10986,CA3672022707,1FTNE1EW6EDA51013,BCC-027,3672022707,3672022707,1355,EDT,7/29/25 4:27:59 PM,7/29/25 1:27:59 PM MST,2025-07-29T20:27:59+00:00,2025-07-30 15:03:42,Jul 30 2025 01:33:05,42.0544905,-71.0135485,994783.0,Brewster Brockton Main St,"1555 Main St, Brockton, MA 02301-7113",0,,off,0,0,0,0,"Stopped 22 hrs, 35 min",red_dot,225400.2,12.6,0,unassigned,07/29/2025 13:27:59,[],[],,,,,,,,,
10987,CA3672172417,1FMZK1CM8FKA55486,BCC-028,3672172417,3672172417,8475,EDT,7/24/25 5:48:23 PM,7/24/25 2:48:23 PM MST,2025-07-24T21:48:23+00:00,2025-07-30 15:03:42,Jul 30 2025 02:54:24,42.292176,-71.1185168,994787.0,Brewster J.P,"269 Hyde Park Ave, Jamaica Plain, MA 02130-4226",0,,off,0,0,0,0,Stopped 5 days,red_dot,243813.6,0.0,0,unassigned,07/24/2025 14:48:23,[],[],,,,,,,,,
10988,CA3672172547,1FMZK1CM2FKB09820,BCC-029,3672172547,3672172547,224973,EDT,2/24/25 9:30:11 AM,2/24/25 6:30:11 AM MST,2025-02-24T13:30:11+00:00,2025-07-30 15:03:42,Feb 24 2025 19:52:18,42.2068272,-70.9574654,994995.0,Brewster Weymouth,", Weymouth, MA 02188",190,S,off,0,0,0,0,Stopped 156 days,red_dot,220676.3,0.0,0,unassigned,02/24/2025 06:30:11,[],[],,,,,,,,,
10989,CA3672172415,1FMZK1CM1JKA07305,BCC-030,3672172415,3672172415,0,EDT,7/30/25 3:03:34 PM,7/30/25 12:03:34 PM MST,2025-07-30T19:03:34+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:34,42.08176,-71.0175543,,,"177 Montello St, Brockton, MA 02301-4305",168,SSE,on,13,1,9,40,9 mph SSE (13 max),green_dot,135677.2,13.7,0,unassigned,07/30/2025 11:18:46,[],[],,,,,,,,,
10990,CA3672172606,1FMZK1CM0FKB13736,BCC-031,3672172606,3672172606,11,EDT,7/30/25 2:52:12 PM,7/30/25 11:52:12 AM MST,2025-07-30T18:52:12+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:20,42.3351129,-71.1062616,999900.0,BWH,"32 Francis St, Boston, MA 02115-6124",322,NW,on,5,0,0,25,0 mph NW (5 max),green_dot,254014.3,13.6,5564070,assigned,07/30/2025 11:40:00,[],[],Robert,Carey,8254,False,,,,,
10991,CA3672172424,1FMZK1CM8FKB09823,BCC-032,3672172424,3672172424,10307,EDT,7/23/25 11:16:33 AM,7/23/25 8:16:33 AM MST,2025-07-23T15:16:33+00:00,2025-07-30 15:03:42,Jul 30 2025 08:22:49,42.2059045,-70.9569532,,,"Main St, Weymouth, MA 02188",0,,off,0,0,0,40,Stopped 7 days,red_dot,273110.5,12.5,0,unassigned,07/23/2025 08:16:33,[],[],,,,,,,,,
10992,CA3672171809,1FMZK1CM6FKB09819,BCC-033,3672171809,3672171809,1,EDT,7/30/25 3:02:08 PM,7/30/25 12:02:08 PM MST,2025-07-30T19:02:08+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:08,41.7752588,-70.7315062,,,"100 Rosebrook Way, Wareham, MA 02571-1138",282,WNW,on,0,0,0,0,0 mph WNW (max),green_dot,259327.5,13.9,0,unassigned,07/30/2025 11:20:29,[],[],,,,,,,,,
10993,CA3672255197,1FDAX2X89PKB52733,BCC-034,3672255197,3672255197,0,EDT,7/30/25 3:03:06 PM,7/30/25 12:03:06 PM MST,2025-07-30T19:03:06+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:06,41.694464,-71.1231855,,,"RT-24, Fall River, MA 02723",185,S,on,71,69,71,65,71 mph S (max),bright_green_dot,46084.0,0.0,5565496,assigned,07/30/2025 10:11:38,[],[],Rich,StPierre,RStPierre,False,,,,,
10994,CA3672249643,1FDAX2X84PKB53904,BCC-035,3672249643,3672249643,8604,EDT,7/24/25 3:38:59 PM,7/24/25 12:38:59 PM MST,2025-07-24T19:38:59+00:00,2025-07-30 15:03:42,Jul 30 2025 06:42:12,42.2487851,-70.9873773,994790.0,Brewster Quincy Washington St,"363 Washington St, Quincy, MA 02169-5630",0,,off,0,0,0,25,Stopped 5 days,red_dot,23556.4,12.7,0,unassigned,07/24/2025 12:38:59,[],[],,,,,,,,,
10995,CA3672172498,1FBVU4XG6GKA12662,BCC-036,3672172498,3672172498,8614,EDT,7/24/25 3:29:38 PM,7/24/25 12:29:38 PM MST,2025-07-24T19:29:38+00:00,2025-07-30 15:03:42,Jul 30 2025 00:35:46,42.0544331,-71.0138857,994783.0,Brewster Brockton Main St,"1531 Main St, Brockton, MA 02301-7113",249,WSW,off,0,0,0,30,Stopped 5 days,red_dot,219396.4,12.5,0,unassigned,07/24/2025 12:29:38,[],[],,,,,,,,,
10996,CA3672172638,1FBVU4XGXGKA12664,BCC-037,3672172638,3672172638,7622,EDT,7/25/25 8:00:44 AM,7/25/25 5:00:44 AM MST,2025-07-25T12:00:44+00:00,2025-07-30 15:03:42,Jul 30 2025 05:06:37,42.054636,-71.01364,994783.0,Brewster Brockton Main St,"1555 Main St, Brockton, MA 02301-7113",0,,off,0,0,0,0,Stopped 5 days,red_dot,222813.9,12.6,0,unassigned,07/25/2025 05:00:44,[],[],,,,,,,,,
10997,CA3672172634,1FTSW2CM8FKB26279,BCC-038,3672172634,3672172634,0,EDT,7/30/25 3:03:16 PM,7/30/25 12:03:16 PM MST,2025-07-30T19:03:16+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:16,42.0644004,-71.1307567,,,"293 Lincoln St, North Easton, MA 02356-1701",59,ENE,on,34,30,34,35,34 mph ENE (max),green_dot,275027.0,13.8,5564284,assigned,07/30/2025 04:04:26,[],[],JOSEPH,HALL,Jhall,False,,,,,
10998,CA3672172444,1FTSW2CM8FKB26282,BCC-039,3672172444,3672172444,29,EDT,7/30/25 2:34:15 PM,7/30/25 11:34:15 AM MST,2025-07-30T18:34:15+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:32,41.9018439,-71.0985905,,,", Taunton, MA 02780",154,SSE,on,0,0,0,0,Idle stop for 29 min,blue_dot,204950.8,13.7,0,unassigned,07/30/2025 06:16:25,[],[],,,,,,,,,
10999,CA3672171988,1FTSW2CM2FKB26276,BCC-040,3672171988,3672171988,12,EDT,7/30/25 2:51:29 PM,7/30/25 11:51:29 AM MST,2025-07-30T18:51:29+00:00,2025-07-30 15:03:42,Jul 30 2025 11:51:29,42.3365974,-71.0712152,,,"95 E Newton St, Boston, MA 02118-2841",227,SW,off,0,0,0,0,Stopped 12 min,yellow_dot,213663.6,12.4,0,unassigned,07/30/2025 11:51:29,[],[],,,,,,,,,
11000,CA3672172637,1FMZK1CMXGKB25958,BCC-041,3672172637,3672172637,0,EDT,7/30/25 3:03:40 PM,7/30/25 12:03:40 PM MST,2025-07-30T19:03:40+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:40,41.7163706,-71.1162676,,,"5, Fall River, MA 02720",102,ESE,on,31,26,31,0,31 mph ESE (max),green_dot,237621.5,14.0,5568838,assigned,07/30/2025 06:01:58,[],[],carmo,dana,Dcarmo,False,,,,,
11001,CA3672172609,1FMZK1CM2GKB25968,BCC-042,3672172609,3672172609,6,EDT,7/30/25 2:56:44 PM,7/30/25 11:56:44 AM MST,2025-07-30T18:56:44+00:00,2025-07-30 15:03:42,Jul 30 2025 11:56:44,43.0281328,-71.4114278,,,"1298 Smyth Rd, Hooksett, NH 03106-2049",59,ENE,off,0,0,0,30,Stopped 6 min,yellow_dot,279210.9,12.7,0,unassigned,07/30/2025 11:56:44,[],[],,,,,,,,,
11002,CA3672172626,1FTNS2EW1CDB23702,BCC-043,3672172626,3672172626,1579,EDT,7/29/25 12:43:47 PM,7/29/25 9:43:47 AM MST,2025-07-29T16:43:47+00:00,2025-07-30 15:03:42,Jul 29 2025 23:39:52,42.2802415,-71.7993358,994792.0,Brewster Worcester,"140 Prescott St, Worcester, MA 01605-1710",289,WNW,off,0,0,0,0,"Stopped 1 day, 2 hrs",red_dot,54803.8,0.0,0,unassigned,07/29/2025 09:43:47,[],[],,,,,,,,,
11003,CA3672172040,1FMZK1CM1GKB33897,BCC-044,3672172040,3672172040,1160,EDT,7/29/25 7:42:50 PM,7/29/25 4:42:50 PM MST,2025-07-29T23:42:50+00:00,2025-07-30 15:03:42,Jul 30 2025 04:47:57,41.8930039,-71.0898896,994800.0,Brewster Taunton,"323 Weir St, Taunton, MA 02780-4233",0,,off,0,0,0,20,"Stopped 19 hrs, 20 min",red_dot,178489.2,12.5,0,unassigned,07/29/2025 16:42:50,[],[],,,,,,,,,
11004,CA3672172034,1FMZK1CM8GKA04958,BCC-045,3672172034,3672172034,1433,EDT,7/29/25 3:10:20 PM,7/29/25 12:10:20 PM MST,2025-07-29T19:10:20+00:00,2025-07-30 15:03:42,Jul 30 2025 01:16:41,42.29206,-71.118515,994787.0,Brewster J.P,"285 Hyde Park Ave, Jamaica Plain, MA 02130-4223",0,,off,0,0,0,0,"Stopped 23 hrs, 53 min",red_dot,215831.5,12.8,0,unassigned,07/29/2025 12:10:20,[],[],,,,,,,,,
11005,CA3672172413,1FMZK1CM5GKB25964,BCC-046,3672172413,3672172413,0,EDT,7/30/25 3:03:11 PM,7/30/25 12:03:11 PM MST,2025-07-30T19:03:11+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:11,42.2031221,-71.0844795,,,"41B, Randolph, MA 02368",268,W,on,64,62,59,0,59 mph W (64 max),green_dot,234746.9,13.8,0,unassigned,07/30/2025 11:41:40,[],[],,,,,,,,,
11006,CA3672172455,1FMZK1CM5GKA04948,BCC-047,3672172455,3672172455,87856,EDT,5/30/25 2:46:52 PM,5/30/25 11:46:52 AM MST,2025-05-30T18:46:52+00:00,2025-07-30 15:03:42,May 31 2025 08:02:04,42.2803372,-71.7991799,994792.0,Brewster Worcester,"140 Prescott St, Worcester, MA 01605-1710",116,ESE,off,0,0,0,0,Stopped 61 days,red_dot,240154.2,0.0,0,unassigned,05/30/2025 11:46:52,[],[],,,,,,,,,
11007,CA3672172608,1FMZK1CM1FKB33123,BCC-048,3672172608,3672172608,13,EDT,7/30/25 2:50:37 PM,7/30/25 11:50:37 AM MST,2025-07-30T18:50:37+00:00,2025-07-30 15:03:42,Jul 30 2025 11:50:37,42.512189,-70.9068959,999899.0,Salem Hospital,"81 Highland Ave, Salem, MA 01970",197,SSW,off,0,0,0,0,Stopped 13 min,yellow_dot,253548.7,12.3,0,unassigned,07/30/2025 11:50:37,[],[],,,,,,,,,
11008,CA3672171817,1FMZK1CM0FKB33131,BCC-049,3672171817,3672171817,0,EDT,7/30/25 3:02:45 PM,7/30/25 12:02:45 PM MST,2025-07-30T19:02:45+00:00,2025-07-30 15:03:42,Jul 30 2025 12:02:45,42.5295699,-70.9056193,,,"169 North St, Salem, MA 01970-1659",120,ESE,on,21,12,0,25,0 mph ESE (21 max),green_dot,307667.0,14.0,0,unassigned,07/30/2025 03:50:51,[],[],,,,,,,,,
11009,CA3672234179,1FDAX2X83PKB53568,BCC-050,3672234179,3672234179,14,EDT,7/30/25 2:49:21 PM,7/30/25 11:49:21 AM MST,2025-07-30T18:49:21+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:36,42.3306531,-71.2465444,996513.0,Newton Wellesley Hospital,"2014 Washington St, Newton Lower Falls, MA 02462-1607",356,N,on,0,0,0,0,Idle stop for 14 min,blue_dot,36568.3,13.7,5565314,assigned,07/30/2025 10:56:11,[],[],Rafael,Rivera,9520,False,,,,,
11010,CA3672172552,1FBAX2C81RKA58606,BCC-051,3672172552,3672172552,0,EDT,7/30/25 3:03:34 PM,7/30/25 12:03:34 PM MST,2025-07-30T19:03:34+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:34,42.2800539,-71.7995682,,,"140 Prescott St, Worcester, MA 01605-1710",107,ESE,on,23,18,9,0,9 mph ESE (23 max),green_dot,14612.2,13.5,5565338,assigned,07/30/2025 11:58:48,[],[],Jay,Sefton,7259,False,,,,,
11011,CA3672171668,1FMZK1CM2HKA90978,BCC-055,3672171668,3672171668,321,EDT,7/30/25 9:42:36 AM,7/30/25 6:42:36 AM MST,2025-07-30T13:42:36+00:00,2025-07-30 15:03:42,Jul 30 2025 07:24:19,42.0545566,-71.0137358,994783.0,Brewster Brockton Main St,"1531 Main St, Brockton, MA 02301-7113",312,NW,off,0,0,0,30,"Stopped 5 hrs, 21 min",red_dot,176874.0,12.9,0,unassigned,07/30/2025 06:42:36,[],[],,,,,,,,,
11012,CA3672172495,1FTZK1CM4HKB05352,BCC-056,3672172495,3672172495,0,EDT,7/30/25 3:02:45 PM,7/30/25 12:02:45 PM MST,2025-07-30T19:02:45+00:00,2025-07-30 15:03:42,Jul 30 2025 12:02:45,42.3446357,-71.0615164,,,"US-1, Boston, MA 02118",199,SSW,on,0,0,0,45,0 mph SSW (max),green_dot,228896.5,13.8,5572416,assigned,07/30/2025 11:57:03,[],[],Ashley,Bowlin,13811,False,,,,,
11013,CA3672172532,1FMZK1CM8HKA68838,BCC-057,3672172532,3672172532,61935,EDT,6/17/25 2:48:29 PM,6/17/25 11:48:29 AM MST,2025-06-17T18:48:29+00:00,2025-07-30 15:03:42,Jun 18 2025 03:12:12,42.2919084,-71.1186899,994787.0,Brewster J.P,"285 Hyde Park Ave, Jamaica Plain, MA 02130-4223",112,ESE,off,0,0,0,0,Stopped 43 days,red_dot,208860.3,0.0,0,unassigned,06/17/2025 11:48:29,[],[],,,,,,,,,
11014,CA3672172462,1FMZK1CM4HKA90979,BCC-058,3672172462,3672172462,2576,EDT,7/28/25 8:07:37 PM,7/28/25 5:07:37 PM MST,2025-07-29T00:07:37+00:00,2025-07-30 15:03:42,Jul 30 2025 05:12:54,42.2922993,-71.1185011,994787.0,Brewster J.P,"269 Hyde Park Ave, Jamaica Plain, MA 02130-4226",0,,off,0,0,0,0,"Stopped 1 day, 18 hrs",red_dot,166013.0,12.7,0,unassigned,07/28/2025 17:07:37,[],[],,,,,,,,,
11015,CA3672172464,1FMZK1CMXJKA07268,BCC-059,3672172464,3672172464,0,EDT,7/30/25 3:03:37 PM,7/30/25 12:03:37 PM MST,2025-07-30T19:03:37+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:37,41.5659679,-70.626397,,,"184 Ter Heun Dr, Falmouth, MA 02540-2507",210,SSW,on,12,8,7,0,7 mph SSW (12 max),green_dot,162926.7,0.0,0,unassigned,07/30/2025 09:13:57,[],[],,,,,,,,,
11016,CA3672171666,1FMZK1CM4JKA07265,BCC-060,3672171666,3672171666,396,EDT,7/30/25 8:27:00 AM,7/30/25 5:27:00 AM MST,2025-07-30T12:27:00+00:00,2025-07-30 15:03:42,Jul 30 2025 05:39:00,42.2921992,-71.1184951,994787.0,Brewster J.P,"269 Hyde Park Ave, Jamaica Plain, MA 02130-4226",180,S,off,0,0,0,0,"Stopped 6 hrs, 36 min",red_dot,162855.9,12.8,0,unassigned,07/30/2025 05:27:00,[],[],,,,,,,,,
11017,CA3672172043,1FMZK1CM8JKA07267,BCC-061,3672172043,3672172043,2,EDT,7/30/25 3:00:46 PM,7/30/25 12:00:46 PM MST,2025-07-30T19:00:46+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:02,42.2620239,-71.797431,,,"1 Eaton Pl, Worcester, MA 01608",18,NNE,on,0,0,0,0,0 mph NNE (max),green_dot,184144.1,13.7,5566341,assigned,07/30/2025 11:47:10,[],[],Paul,Beaudry,11638,False,,,,,
11018,CA3672172447,1FMZK1CM3JKA02610,BCC-062,3672172447,3672172447,31,EDT,7/30/25 2:32:29 PM,7/30/25 11:32:29 AM MST,2025-07-30T18:32:29+00:00,2025-07-30 15:03:42,Jul 30 2025 12:03:13,42.3626774,-71.0676289,996508.0,Mass General Hospital,"15 Parkman St, Boston, MA 02114",358,N,on,0,0,0,0,Idle stop for 31 min,blue_dot,194220.8,13.8,0,unassigned,07/30/2025 10:58:15,[],[],,,,,,,,,
11019,CA3672172456,1FMZK1CM0HKB05350,BCC-064,3672172456,3672172456,148,EDT,7/30/25 12:35:10 PM,7/30/25 9:35:10 AM MST,2025-07-30T16:35:10+00:00,2025-07-30 15:03:42,Jul 30 2025 09:35:10,41.7271418,-70.9534791,966832.0,Brewster N.Bedford,"213 Theodore Rice Blvd, New Bedford, MA 02745-1213",344,NNW,off,0,0,0,0,"Stopped 2 hrs, 28 min",red_dot,215916.9,12.5,0,unassigned,07/30/2025 09:35:10,[],[],,,,,,,,,
11020,CA3672172452,1FBAX2C85RKA57104,BCC-065,3672172452,3672172452,1,EDT,7/30/25 3:02:25 PM,7/30/25 12:02:25 PM MST,2025-07-30T19:02:25+00:00,2025-07-30 15:03:42,Jul 30 2025 12:02:25,42.3435344,-71.0612351,,,"Frontage Rd, Boston, MA 02118",288,WNW,on,29,13,0,0,0 mph WNW (29 max),green_dot,13730.6,13.7,0,unassigned,07/30/2025 11:25:15,[],[],,,,,,,,,
11021,CA3672171815,1FBAX2C84RKA58762,BCC-066,3672171815,3672171815,20,EDT,7/30/25 2:43:38 PM,7/30/25 11:43:38 AM MST,2025-07-30T18:43:38+00:00,2025-07-30 15:03:42,Jul 30 2025 11:43:38,42.3625501,-71.0677428,996508.0,Mass General Hospital,"55 Fruit St, Boston, MA 02114-2621",323,NW,off,0,0,0,0,Stopped 20 min,yellow_dot,13489.5,13.4,0,unassigned,07/30/2025 11:43:38,[],[],,,,,,,,,
11022,CA3672172503,1FBAX2C81RKA58525,BCC-067,3672172503,3672172503,306,EDT,7/30/25 9:57:29 AM,7/30/25 6:57:29 AM MST,2025-07-30T13:57:29+00:00,2025-07-30 15:03:42,Jul 30 2025 06:57:29,41.7272106,-70.9533715,966832.0,Brewster N.Bedford,"213 Theodore Rice Blvd, New Bedford, MA 02745-1213",0,,on,0,0,0,0,"Out of Range 5 hrs, 6 min",orange_dot,23293.3,12.7,0,unassigned,01/11/2025 07:42:10,[],[],,,,,,,,,
11023,CA4572371953,1FM5K8D84DGC03609,BFS,4572371953,4572371953,408,EDT,7/30/25 8:15:33 AM,7/30/25 5:15:33 AM MST,2025-07-30T12:15:33+00:00,2025-07-30 15:03:42,Jul 30 2025 05:15:33,42.2062738,-70.9571513,994995.0,Brewster Weymouth,"25 Main St, Weymouth, MA 02188-2808",344,NNW,off,0,0,0,0,"Stopped 6 hrs, 48 min",red_dot,200819.7,12.3,0,unassigned,07/30/2025 05:15:33,[],[],,,,,,,,,
11024,CA4572374485,1FM5K8AB6MGC24770,BFS-001,4572374485,4572374485,118,EDT,7/30/25 1:04:57 PM,7/30/25 10:04:57 AM MST,2025-07-30T17:04:57+00:00,2025-07-30 15:03:42,Jul 30 2025 10:04:57,42.2489008,-70.9875555,994790.0,Brewster Quincy Washington St,"363 Washington St, Quincy, MA 02169-5630",125,SE,off,0,0,0,25,"Stopped 1 hour, 58 min",red_dot,41223.6,12.5,0,unassigned,07/30/2025 10:04:57,[],[],,,,,,,,,
11025,CA4572370551,1FM5K8AR8FGA15983,BFS-002,4572370551,4572370551,52,EDT,7/30/25 2:10:46 PM,7/30/25 11:10:46 AM MST,2025-07-30T18:10:46+00:00,2025-07-30 15:03:42,Jul 30 2025 11:10:46,42.2917048,-71.118415,994787.0,Brewster J.P,"283 Hyde Park Ave, Jamaica Plain, MA 02130",270,W,off,0,0,0,0,Stopped 52 min,yellow_dot,160598.2,13.4,0,unassigned,07/30/2025 11:10:46,[],[],,,,,,,,,
11026,CA4572371908,1FM5K8AR7HGA88930,BFS-003,4572371908,4572371908,23,EDT,7/30/25 2:40:20 PM,7/30/25 11:40:20 AM MST,2025-07-30T18:40:20+00:00,2025-07-30 15:03:42,Jul 30 2025 12:02:57,42.2849331,-71.419573,993935.0,Metrowest Framingham Hospital,"115 Lincoln St, Framingham, MA 01702",214,SW,on,0,0,0,0,Idle stop for 23 min,blue_dot,165311.4,13.0,0,unassigned,07/30/2025 11:43:12,[],[],,,,,,,,,
